Category,Message,transformed_msg
1,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,u bin award play 4 instant cash call 08715203028 claim everi 9th player win min optout 08718727870
0,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,r stayin extra week back next rugbi weekend hi c u soon
0,Well there's still a bit left if you guys want to tonight,well still bit left guy want tonight
0,Not from this campus. Are you in the library?,campu librari
0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",affidavit say lt gt e twigg st divis g courtroom lt gt lt time gt doubl check text tomorrow
0,How will I creep on you now? ;_;,creep
0,If I get there before you after your ten billion calls and texts so help me god,get ten billion call text help god
0,I've told him that i've returned it. That should i re order it.,told return order
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",murder coz man murder lt gt th public holiday close includ post
0,Depends on where u going lor.,depend u go lor
0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,smile right go world wonder smile think crazi keep away
1,FreeMsg>FAV XMAS TONES!Reply REAL,freemsg fav xma tone repli real
0,Lil fever:) now fine:),lil fever fine
0,I think it's all still in my car,think still car
0,Can a not?,
0,Yes princess! I want to catch you with my big strong hands...,ye princess want catch big strong hand
0,Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah forgot u take 2 shop
0,Mm so you asked me not to call radio,mm ask call radio
0,Thinkin about someone is all good. No drugs for that,thinkin someon good drug
0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",enjoy shower possess pour u ur love one bcoz world lie golden gift love
0,"Alright if you're sure, let me know when you're leaving",alright sure let know leav
0,Some are lasting as much as 2 hours. You might get lucky.,last much 2 hour might get lucki
0,Genius what's up. How your brother. Pls send his number to my skype.,geniu brother pl send number skype
1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",gr8 poli tone 4 mob direct 2u rpli poli titl 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca pobox365o4w45wq 300p
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b abl join
0,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,forget own privat properti good boy alway
1,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,interflora late order interflora flower christma call 0800 505060 place order midnight tomorrow
0,Oh god..taken the teeth?is it paining,oh teeth pain
1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin
0,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,u ask darren go n pick u lor oso sian tmr haf 2 meet lect
0,No need to buy lunch for me.. I eat maggi mee..,need buy lunch eat maggi
1,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",congratul thank good friend u xma prize 2 claim easi call 08712103738 10p per minut
0,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",oh right make sure load work day got realli nasti cough today dri n shot realli help
1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p
0,Thanx 4 sending me home...,thanx 4 send home
0,Its normally hot mail. Com you see!,normal hot mail com see
1,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",tkt euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm
0,U sick still can go shopping?,u sick still go shop
0,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ya well bbd pooja full becom quit ur rite cold wear
0,Nice.nice.how is it working?,work
0,1's reach home call me.,1 reach home call
0,Were trying to find a Chinese food place around here,tri find chines food place around
0,"Easy mate, * guess the quick drink was bit ambitious.",easi mate guess quick drink bit ambiti
0,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,babe miiiiiiissssssssss need crave geeee sad without babe love
0,Ok thanx...,ok thanx
0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",tunji queen wish great day abiola
0,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,today iz yellow rose day u love frndship give 1 misscal amp send ur frndz amp see mani miss call u get u get 6miss u marri ur lover
0,Will be out of class in a few hours. Sorry,class hour sorri
0,Wat time u finish ur lect today?,wat time u finish ur lect today
1,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",jamster get crazi frog sound poli text mad1 real text mad2 88888 6 crazi sound 3 c appli
1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
0,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,fine good hear dear happi new year oh
0,Are you going to wipro interview today?,go wipro interview today
0,how tall are you princess?,tall princess
0,I doubt you could handle 5 times per night in any case...,doubt could handl 5 time per night case
0,Haha... Hope ü can hear the receipt sound... Gd luck!,haha hope ü hear receipt sound gd luck
0,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,gon na death gon na leav note say rob fault aveng
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",japanes proverb one u none u must indian version one let none leav final kerala version one stop none make strike
0,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ?,today workin free oso gee thgt u workin ur fren shop
0,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,life face choic toss coin becoz settl question coin air u know heart hope gudni8
0,I want to be there so i can kiss you and feel you next to me,want kiss feel next
0,I am not at all happy with what you saying or doing,happi say
1,Adult 18 Content Your video will be with you shortly,adult 18 content video shortli
0,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?",ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot
0,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,say explicitli told nora know someon probabl gon na bother
0,Smith waste da.i wanna gayle.,smith wast wan na gayl
0,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",mum sent mani mani messag sinc got want know actual get enjoy rest day
0,"Aight, tomorrow around  &lt;#&gt;  it is",aight tomorrow around lt gt
1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
0,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,actual first time went bed long spoke woke night
0,See you there!,see
0,I dont understand your message.,dont understand messag
0,Crucify is c not s. You should have told me earlier.,crucifi c told earlier
0,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",idk keep say sinc move keep but head freedom respons tire much shit deal bare keep togeth get ad
0,Fuck cedar key and fuck her (come over anyway tho),fuck cedar key fuck come anyway tho
0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,twenti past five said train durham alreadi coz reserv seat
1,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hr free 50p per day stop text stopbcm sf wc1n3xx
0,U still painting ur wall?,u still paint ur wall
0,Printer is cool. I mean groovy. Wine is groovying,printer cool mean groovi wine groovi
0,Hi Harish's rent has been transfred to ur Acnt.,hi harish rent transfr ur acnt
0,Anything lor is she coming?,anyth lor come
0,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,cbe realli good nowaday lot shop showroom citi shape good
0,Ü still attending da talks?,ü still attend da talk
0,No probs hon! How u doinat the mo?,prob hon u doinat mo
0,K I'll take care of it,k take care
0,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,take phone callon friday assum wo year
0,My battery is low babe,batteri low babe
0,Shuhui has bought ron's present it's a swatch watch...,shuhui bought ron present swatch watch
0,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",yeah quit bit left swing tomorrow get
0,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,babe said 2 hour almost 4 internet
0,K I'll be sure to get up before noon and see what's what,k sure get noon see
0,K...k...yesterday i was in cbe .,k k yesterday cbe
0,Went to ganesh dress shop,went ganesh dress shop
1,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 yhl
0,Ü collecting ur laptop then going to configure da settings izzit?,ü collect ur laptop go configur da set izzit
0,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",aight 8 latest probabl closer jay tyler two trip
0,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,come aftr lt decim gt clean hous
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur current 500 pound maxim ur send cash 86688 cc 08718720201 po box
0,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",bill letter expect one orang bill may still say orang
0,Tell me pa. How is pain de.,tell pain de
0,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want 10 man gang bang
0,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ha know either clever simpl thing pear day perfect christma
0,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",helloooo wake sweet morn welcom enjoy day full joy gud mrng
0,ALRITE,alrit
0,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,must sit around wait summer day celebr magic sight world dress white oooooh let snow
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,urgent mobil number award prize guarante call 09058094454 land line claim valid 12hr
0,How do you guys go to see movies on your side.,guy go see movi side
0,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,tell think plu go stop run
0,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,kindli send one flat lt decim gt today
1,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,sorri u unsubscrib yet mob offer packag min term 54 week pl resubmit request expiri repli themob help 4 info
0,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,noth lor bit bore dun u go home earli 2 sleep today
0,What time should I tell my friend to be around?,time tell friend around
0,Yes. that will be fine. Love you. Be safe.,ye fine love safe
0,Thanks chikku..:-) gud nyt:-*,thank gud nyt
0,Is xy in ur car when u picking me up?,xy ur car u pick
0,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",thanx 4 time spent 2geva bin mint ur babi want u xxxx
0,"Yo, any way we could pick something up tonight?",yo way could pick someth tonight
0,I've not sent it. He can send me.,sent send
0,Fine am simply sitting.,fine simpli sit
0,Thts god's gift for birds as humans hav some natural gift frm god..,tht god gift bird human hav natur gift frm
0,Are you coming to day for class.,come day class
0,Im done. Just studyn in library,im done studyn librari
0,Ok... U enjoy ur shows...,ok u enjoy ur show
0,Anything...,anyth
0,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,wuld without babi thought alon mite break wan na go crazi everyboy need ladi xxxxxxxx
0,Wat's my dear doing? Sleeping ah?,wat dear sleep ah
0,Hi' Test on  &lt;#&gt; rd ....,hi test lt gt rd
0,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,2 student solv cat question lt gt lt gt lt gt tell answer u r brilliant got answr
0,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,yo know anyon lt gt otherwis abl buy liquor guy flake right get hold somebodi 4 loko night
0,Yup n her fren lor. I'm meeting my fren at 730.,yup n fren lor meet fren 730
0,"Yeah, we got one lined up for us",yeah got one line us
0,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",stop wonder wow ever go stop tm whenev want mine
0,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,lol yep yesterday alreadi got fireplac anoth icon sit
0,Hey i've booked the pilates and yoga lesson already... Haha,hey book pilat yoga lesson alreadi haha
0,Are you ok. What happen to behave like this,happen behav like
1,You have 1 new message. Please call 08712400200.,1 new messag pleas call 08712400200
0,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,supervisor find 4 one lor thk student havent ask yet tell u aft ask
0,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3.",hello news job make wait fifth week yeah im woozl weasel exet still home 3
1,We currently have a message awaiting your collection. To collect your message just call 08718723815.,current messag await collect collect messag call 08718723815
0,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",hey babe sorri get sooner gari come fix caus think know go far ptbo say cost lt gt buck know might cheaper find someon second hand machin right let know want babe
0,make that 3! 4 fucks sake?! x,make 3 4 fuck sake x
0,Leave it. U will always be ignorant.,leav u alway ignor
0,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),nope b go 2 sch fri quit earli lor co my si got paper da morn
0,at bruce b downs &amp; fletcher now,bruce b down amp fletcher
0,Where are you ? You said you would be here when I woke ... :-(,said would woke
0,Hey now am free you can call me.,hey free call
0,Tell me whos this pls:-),tell who pl
1,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",urgent mobil award bonu caller prize final attempt 2 contact u call 08714714011
0,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",think might give miss teach til twelv lectur two damn work thing
0,Id have to check but there's only like 1 bowls worth left,id check like 1 bowl worth left
0,Yes there were many sweets,ye mani sweet
0,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,would still cozi exhaust last went school work everyth close
0,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,buzzzz buzz ass buzz chest buzz cock keep phone vibrat feel shake
0,Sir send to group mail check it.,sir send group mail check
0,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half
0,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,none nowher ikno doesdiscount shitinnit
0,You dont know you jabo me abi.,dont know jabo abi
1,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",ever notic drive anyon go slower idiot everyon drive faster maniac
0,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,yet sapna aunti maneg full weak swalpa black
0,"Are you being good, baby? :)",good babi
0,"Mostly sports type..lyk footbl,crckt..",mostli sport footbl
0,Ma head dey swell oh. Thanks for making my day,head dey swell oh thank make day
0,U should make a fb list,u make fb list
0,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,sari need tim bollox hurt lot tol
0,Happy New Year Princess!,happi new year princess
0,"I'll text carlos and let you know, hang on",text carlo let know hang
0,"Don't worry, * is easy once have ingredients!",worri easi ingredi
0,I love u 2 my little pocy bell I am sorry but I love u,love u 2 littl poci bell sorri love u
0,"Ok omw now, you at castor?",ok omw castor
0,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,yar lor keep rain non stop u wan 2 go elsewher
1,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min 1000 txt orang call mobileupd8 08000839402
0,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,u mean u almost done done wif sleep tot u go take yup send liao pick ard 4 smth
0,"Tonight? Yeah, I'd be down for that",tonight yeah
0,What should i eat fo lunch senor,eat fo lunch senor
0,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!",said right giggl saw u would possibl first person2di nvq think much could
0,No break time one... How... I come out n get my stuff fr ü?,break time one come n get stuff fr ü
1,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,repli win weekli profession sport tiger wood play send stop 87239 end servic
0,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",see ca see mayb reboot ym seen buzz
0,Do you still have the grinder?,still grinder
1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 16 repli hl 4info
0,K.i did't see you.:)k:)where are you now?,see k
0,So i'm doing a list of buyers.,list buyer
0,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",idea guess work hour suppos leav sinc usual nobodi interest figur shit last second
0,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,mm entir sure understood text hey ho weekend
0,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,releas vday shirt u put make bottom half nake instead white underwear
0,Don know..he is watching film in computer..,watch film
0,No b4 Thursday,b4 thursday
0,"Oh, then your phone phoned me but it disconnected",oh phone phone disconnect
0,Id onluy matters when getting on from offcampus,id onluy matter get offcampu
1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,messag free welcom new improv sex dog club unsubscrib servic repli stop msg 150p
0,"Excellent, I'll see what riley's plans are",excel see riley plan
0,Ew are you one of them?,ew one
0,Also hi wesley how've you been,also hi wesley
0,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,ah see lingo let know wot earth finish make
1,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,12mth half price orang line rental 400min call mobileupd8 08000839402
0,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),imagin life without fast u search l alway disturb
0,"Hm good morning, headache anyone? :-)",hm good morn headach anyon
0,Yeah no probs - last night is obviously catching up with you... Speak soon,yeah prob last night obvious catch speak soon
1,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,free unlimit hardcor porn direct 2 mobil txt porn 69200 get free access 24 hr chrgd 50p per day txt stop 2exit msg free
0,I might go 2 sch. Yar at e salon now v boring.,might go 2 sch yar e salon v bore
0,&lt;#&gt;  mins but i had to stop somewhere first.,lt gt min stop somewher first
0,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",lt gt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendship mother father teacher children day amp happi birthday 4 happi ganesh festiv happi dasara happi diwali happi christma lt gt good morn afternoon even night rememberi first wish u raj
0,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn
0,I didn't get the second half of that message,get second half messag
0,Wat time do u wan 2 meet me later?,wat time u wan 2 meet later
0,I thank you so much for all you do with selflessness. I love you plenty.,thank much selfless love plenti
0,Am in film ill call you later.,film ill call later
0,How dare you change my ring,dare chang ring
0,You are a very very very very bad girl. Or lady.,bad girl ladi
0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,love ya tri budget money better babe gari would freak knew
0,"What part of ""don't initiate"" don't you understand",part initi understand
0,I finished my lunch already. U wake up already?,finish lunch alreadi u wake alreadi
0,You still at the game?,still game
0,You have got tallent but you are wasting.,got tallent wast
0,What is your record for one night? :),record one night
0,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",also sir sent email log usc payment portal send anoth messag explain thing back home great weekend
0,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.,gon na let know co come bak holiday day come number
0,Jokin only lar... :-) depends on which phone my father can get lor...,jokin lar depend phone father get lor
0,"Aight, lemme know what's up",aight lem know
0,Get ready for  &lt;#&gt;  inches of pleasure...,get readi lt gt inch pleasur
0,;-) ok. I feel like john lennon.,feel like john lennon
0,Cos darren say ü considering mah so i ask ü...,co darren say ü consid mah ask ü
0,You are not bothering me but you have to trust my answers. Pls.,bother trust answer pl
0,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,one day crab run sea wave came n clear footprint crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud
0,Aight what time you want me to come up?,aight time want come
0,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,slaaaaav must summon time wish come anymor
0,Your bill at 3 is £33.65 so thats not bad!,bill 3 that bad
0,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,let know chang next 6hr even appendix age rang howev imposs chill let know 6hr
0,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",hello yeah got bath need hair come done yeah
0,So how's the weather over there?,weather
0,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",much though h friday cant wait dunno wot hell im gon na anoth 3 week becom oh wait alreadi done
0,Die... Now i have e toot fringe again...,die e toot fring
0,Lol they don't know about my awesome phone. I could click delete right now if I want.,lol know awesom phone could click delet right want
0,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",awesom question cute answer someon ask boy ur life smile amp answer fine gudnit
0,Please leave this topic..sorry for telling that..,pleas leav tell
0,Pls send me the correct name da.,pl send correct name da
0,What happened to our yo date?,happen yo date
0,Webpage s not available!,webpag avail
0,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,woke yeesh late fall asleep til lt gt
1,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,unsubscrib servic get ton sexi babe hunk straight phone go http subscript
0,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",dear know lt gt th lt gt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail
0,K..k...from tomorrow onwards started ah?,tomorrow onward start ah
0,What u talking bout early morning? It's almost noon where your at!,u talk bout earli morn almost noon
0,Fine. Do you remember me.,fine rememb
1,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",hi babe jordan r u im home abroad lone text back u wan na chat xxsp text stop stopcost 150p 08712400603
0,Ok. How many should i buy.,mani buy
0,"Sounds good, keep me posted",sound good keep post
1,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,get brand new mobil phone agent mob plu load goodi info text mat 87021
0,Ok. So april. Cant wait,april cant wait
0,Boy you best get yo ass out here quick,boy best get yo ass quick
0,Ay wana meet on sat?ü wkg on sat?,ay wana meet sat ü wkg sat
0,I'm now but have to wait till 2 for the bus to pick me.,wait till 2 bu pick
0,Apart from the one i told you about yesterday?,apart one told yesterday
0,Ok lor... But buy wat?,ok lor buy wat
0,Somebody should go to andros and steal ice,somebodi go andro steal ice
0,Don know. I did't msg him recently.,know msg recent
0,Take us out shopping and Mark will distract Isaiah.=D,take us shop mark distract
0,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",mum hope great day hope text meet well full life great day abiola
0,There is no sense in my foot and penis.,sens foot peni
0,Okay but i thought you were the expert,okay thought expert
0,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,miss realli surpris gone net cafe yet get miss
0,S.s:)i thinl role is like sachin.just standing. Others have to hit.,thinl role like stand other hit
0,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,great trip india bring light everyon project everyon lucki see smile bye abiola
0,"And very importantly, all we discuss is between u and i only.",importantli discuss u
0,K..k:)how about your training process?,train process
0,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat
0,In da car park,da car park
0,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,wish hold tightli make see import much mean much need life
0,So i asked how's anthony. Dad. And your bf,ask anthoni dad bf
